symbol,date,close,currency
CPWR,2026-02-04,59.46,USD
CPWR,2026-03-15,59.63,USD
CPWR,2026-04-23,59.79,USD
CPWR,2026-06-02,60,USD
CPWR,2026-07-11,59.99,USD
CPWR,2026-08-19,60,USD
FLKS,2024-05-20,16.36,USD
FLKS,2024-06-22,16.45,USD
FLKS,2024-07-25,16.46,USD
FLKS,2024-08-27,16.48,USD
FLKS,2024-09-29,16.53,USD
FLKS,2024-10-31,16.65,USD
FLKS,2024-12-03,16.71,USD
FLKS,2025-01-05,16.8,USD
FLKS,2025-02-07,16.86,USD
FLKS,2025-03-12,16.96,USD
FLKS,2025-04-14,17.03,USD
FLKS,2025-05-16,17.15,USD
FLKS,2025-06-18,17.2,USD
FLKS,2025-07-21,17.31,USD
FLKS,2025-08-23,17.41,USD
FLKS,2025-09-25,17.46,USD
FLKS,2025-10-28,17.55,USD
FLKS,2025-11-29,17.56,USD
FLKS,2026-01-01,17.63,USD
FLKS,2026-02-03,17.63,USD
FLKS,2026-03-08,17.66,USD
FLKS,2026-04-10,17.75,USD
FLKS,2026-05-13,17.8,USD
FLKS,2026-06-14,17.84,USD
FLKS,2026-07-17,17.96,USD
FLKS,2026-08-19,18,USD
GRW,2025-04-26,11,USD
GRW,2025-04-27,11.43,USD
GRW,2025-04-28,11.86,USD
GRW,2025-04-29,11.66,USD
GRW,2025-04-30,11.67,USD
GRW,2025-05-01,12.02,USD
GRW,2025-05-02,12.52,USD
GRW,2025-05-03,12.39,USD
GRW,2025-05-04,12.39,USD
GRW,2025-05-05,13.01,USD
GRW,2025-05-06,12.91,USD
GRW,2025-05-07,13.3,USD
GRW,2025-05-08,13.31,USD
GRW,2025-05-09,13.87,USD
GRW,2025-05-10,14.09,USD
GRW,2025-05-11,14.47,USD
GRW,2025-05-12,14.38,USD
GRW,2025-05-13,14.31,USD
GRW,2025-05-14,14.85,USD
GRW,2025-05-15,15.18,USD
GRW,2025-05-16,15.24,USD
GRW,2025-05-17,15.1,USD
GRW,2025-05-18,15.48,USD
GRW,2025-05-19,15.62,USD
GRW,2025-05-20,15.89,USD
GRW,2025-05-21,15.69,USD
GRW,2025-05-22,15.53,USD
GRW,2025-05-23,15.89,USD
GRW,2025-05-24,15.78,USD
GRW,2025-05-25,15.69,USD
GRW,2025-05-26,15.5,USD
GRW,2025-05-27,15.9,USD
GRW,2025-05-28,15.81,USD
GRW,2025-05-29,16.21,USD
GRW,2025-05-30,16.73,USD
GRW,2025-05-31,16.94,USD
GRW,2025-06-01,17.31,USD
GRW,2025-06-02,17.28,USD
GRW,2025-06-03,17.23,USD
GRW,2025-06-04,17.03,USD
GRW,2025-06-05,16.94,USD
GRW,2025-06-06,17.53,USD
GRW,2025-06-07,17.73,USD
GRW,2025-06-08,18.26,USD
GRW,2025-06-09,18.04,USD
GRW,2025-06-10,18.52,USD
GRW,2025-06-11,18.56,USD
GRW,2025-06-12,19.01,USD
GRW,2025-06-13,19.46,USD
GRW,2025-06-14,19.26,USD
GRW,2025-06-15,19.24,USD
GRW,2025-06-16,19.6,USD
GRW,2025-06-17,19.97,USD
GRW,2025-06-18,19.84,USD
GRW,2025-06-19,20.12,USD
GRW,2025-06-20,19.98,USD
GRW,2025-06-21,19.83,USD
GRW,2025-06-22,19.67,USD
GRW,2025-06-23,19.47,USD
GRW,2025-06-24,19.51,USD
GRW,2025-06-25,19.92,USD
GRW,2025-06-26,20.02,USD
GRW,2025-06-27,20.01,USD
GRW,2025-06-28,20.48,USD
GRW,2025-06-29,20.39,USD
GRW,2025-06-30,20.3,USD
GRW,2025-07-01,20.49,USD
GRW,2025-07-02,20.56,USD
GRW,2025-07-03,20.91,USD
GRW,2025-07-04,20.93,USD
GRW,2025-07-05,21.41,USD
GRW,2025-07-06,21.19,USD
GRW,2025-07-07,21.41,USD
GRW,2025-07-08,21.21,USD
GRW,2025-07-09,21.03,USD
GRW,2025-07-10,21.4,USD
GRW,2025-07-11,21.25,USD
GRW,2025-07-12,21.33,USD
GRW,2025-07-13,21.47,USD
GRW,2025-07-14,21.37,USD
GRW,2025-07-15,21.4,USD
GRW,2025-07-16,21.9,USD
GRW,2025-07-17,22.47,USD
GRW,2025-07-18,22.45,USD
GRW,2025-07-19,22.97,USD
GRW,2025-07-20,22.74,USD
GRW,2025-07-21,23.16,USD
GRW,2025-07-22,23.38,USD
GRW,2025-07-23,23.8,USD
GRW,2025-07-24,24,USD
HRZN,2022-09-28,69.57,USD
HRZN,2022-11-08,69.95,USD
HRZN,2022-12-19,69.95,USD
HRZN,2023-01-28,70.41,USD
HRZN,2023-03-10,70.39,USD
HRZN,2023-04-19,70.75,USD
HRZN,2023-05-30,70.75,USD
HRZN,2023-07-09,70.88,USD
HRZN,2023-08-19,71.31,USD
HRZN,2023-09-29,71.79,USD
HRZN,2023-11-08,72.33,USD
HRZN,2023-12-19,72.86,USD
HRZN,2024-01-28,73.32,USD
HRZN,2024-03-09,73.48,USD
HRZN,2024-04-19,73.97,USD
HRZN,2024-05-29,74.54,USD
HRZN,2024-07-09,74.79,USD
HRZN,2024-08-18,74.95,USD
HRZN,2024-09-28,75.17,USD
HRZN,2024-11-08,75.35,USD
HRZN,2024-12-18,75.66,USD
HRZN,2025-01-28,75.7,USD
HRZN,2025-03-09,75.9,USD
HRZN,2025-04-19,76.03,USD
HRZN,2025-05-30,76.15,USD
HRZN,2025-07-09,76.48,USD
HRZN,2025-08-19,76.54,USD
HRZN,2025-09-28,77.11,USD
HRZN,2025-11-08,77.35,USD
HRZN,2025-12-18,77.65,USD
HRZN,2026-01-28,77.85,USD
HRZN,2026-03-10,78.2,USD
HRZN,2026-04-19,78.58,USD
HRZN,2026-05-30,79.08,USD
HRZN,2026-07-09,79.44,USD
HRZN,2026-08-19,80,USD
LSA,2024-06-21,50,USD
LSA,2024-07-04,49.08,USD
LSA,2024-07-18,47.78,USD
LSA,2024-07-31,46.6,USD
LSA,2024-08-14,45.28,USD
LSA,2024-08-27,44.2,USD
LSA,2024-09-10,43.08,USD
LSA,2024-09-23,42,USD
LSB,2023-10-28,30,USD
LSB,2023-11-13,29.56,USD
LSB,2023-11-29,28.95,USD
LSB,2023-12-14,28.6,USD
LSB,2023-12-30,28.1,USD
LSB,2024-01-15,27.62,USD
LSB,2024-01-31,27.24,USD
LSB,2024-02-15,26.69,USD
LSB,2024-03-02,26.06,USD
LSB,2024-03-18,25.5,USD
LSC,2025-02-28,40,BRL
LSC,2025-03-16,39.14,BRL
LSC,2025-04-01,38.44,BRL
LSC,2025-04-17,37.58,BRL
LSC,2025-05-02,36.95,BRL
LSC,2025-05-18,36.48,BRL
LSC,2025-06-03,35.77,BRL
LSC,2025-06-19,34.84,BRL
LSC,2025-07-05,34.01,BRL
LSC,2025-07-20,33,BRL
MDLN,2025-05-02,30.49,USD
MDLN,2025-05-27,30.14,USD
MDLN,2025-06-21,29.85,USD
MDLN,2025-07-16,29.57,USD
MDLN,2025-08-10,29.31,USD
MDLN,2025-09-04,29.02,USD
MDLN,2025-09-29,28.78,USD
MDLN,2025-10-24,28.52,USD
MDLN,2025-11-18,28.16,USD
MDLN,2025-12-13,27.91,USD
MDLN,2026-01-07,27.61,USD
MDLN,2026-02-01,27.34,USD
MDLN,2026-02-26,27,USD
MDLN,2026-03-22,26.72,USD
MDLN,2026-04-16,26.48,USD
MDLN,2026-05-11,26.15,USD
MDLN,2026-06-05,25.88,USD
MDLN,2026-06-30,25.63,USD
MDLN,2026-07-25,25.34,USD
MDLN,2026-08-19,25,USD
NVGX,2024-12-27,92.2,USD
NVGX,2025-01-22,92.97,USD
NVGX,2025-02-17,94.5,USD
NVGX,2025-03-15,95.23,USD
NVGX,2025-04-10,96.95,USD
NVGX,2025-05-07,99.28,USD
NVGX,2025-06-02,101.29,USD
NVGX,2025-06-28,103.88,USD
NVGX,2025-07-24,104.59,USD
NVGX,2025-08-19,106.41,USD
NVGX,2025-09-14,107.49,USD
NVGX,2025-10-10,110.28,USD
NVGX,2025-11-05,112.48,USD
NVGX,2025-12-01,114.56,USD
NVGX,2025-12-27,116.36,USD
NVGX,2026-01-22,117.03,USD
NVGX,2026-02-17,117.57,USD
NVGX,2026-03-16,119.11,USD
NVGX,2026-04-11,121.87,USD
NVGX,2026-05-07,122.94,USD
NVGX,2026-06-02,124.06,USD
NVGX,2026-06-28,126.21,USD
NVGX,2026-07-24,128.13,USD
NVGX,2026-08-19,130,USD
QRTZ,2023-11-13,33.98,USD
QRTZ,2023-12-20,34.04,USD
QRTZ,2024-01-27,34.11,USD
QRTZ,2024-03-04,34.16,USD
QRTZ,2024-04-10,34.23,USD
QRTZ,2024-05-18,34.28,USD
QRTZ,2024-06-24,34.39,USD
QRTZ,2024-08-01,34.38,USD
QRTZ,2024-09-07,34.4,USD
QRTZ,2024-10-15,34.39,USD
QRTZ,2024-11-21,34.45,USD
QRTZ,2024-12-28,34.43,USD
QRTZ,2025-02-04,34.5,USD
QRTZ,2025-03-13,34.52,USD
QRTZ,2025-04-20,34.57,USD
QRTZ,2025-05-27,34.62,USD
QRTZ,2025-07-03,34.72,USD
QRTZ,2025-08-10,34.71,USD
QRTZ,2025-09-16,34.79,USD
QRTZ,2025-10-24,34.78,USD
QRTZ,2025-11-30,34.8,USD
QRTZ,2026-01-07,34.83,USD
QRTZ,2026-02-13,34.91,USD
QRTZ,2026-03-22,34.93,USD
QRTZ,2026-04-29,34.93,USD
QRTZ,2026-06-05,34.93,USD
QRTZ,2026-07-13,34.92,USD
QRTZ,2026-08-19,35,USD
STBL,2024-10-09,42.11,USD
STBL,2024-11-11,42.01,USD
STBL,2024-12-13,41.86,USD
STBL,2025-01-14,41.7,USD
STBL,2025-02-16,41.59,USD
STBL,2025-03-20,41.47,USD
STBL,2025-04-21,41.36,USD
STBL,2025-05-24,41.24,USD
STBL,2025-06-25,41.18,USD
STBL,2025-07-27,41.04,USD
STBL,2025-08-28,40.93,USD
STBL,2025-09-30,40.84,USD
STBL,2025-11-01,40.8,USD
STBL,2025-12-03,40.74,USD
STBL,2026-01-05,40.68,USD
STBL,2026-02-06,40.62,USD
STBL,2026-03-10,40.49,USD
STBL,2026-04-12,40.36,USD
STBL,2026-05-14,40.29,USD
STBL,2026-06-15,40.21,USD
STBL,2026-07-18,40.06,USD
STBL,2026-08-19,40,USD
TSVL,2025-07-05,25.51,BRL
TSVL,2025-07-29,25.52,BRL
TSVL,2025-08-22,25.47,BRL
TSVL,2025-09-15,25.5,BRL
TSVL,2025-10-09,25.43,BRL
TSVL,2025-11-02,25.42,BRL
TSVL,2025-11-26,25.37,BRL
TSVL,2025-12-21,25.32,BRL
TSVL,2026-01-14,25.24,BRL
TSVL,2026-02-07,25.19,BRL
TSVL,2026-03-03,25.18,BRL
TSVL,2026-03-27,25.12,BRL
TSVL,2026-04-20,25.13,BRL
TSVL,2026-05-14,25.15,BRL
TSVL,2026-06-08,25.04,BRL
TSVL,2026-07-02,25.02,BRL
TSVL,2026-07-26,25.05,BRL
TSVL,2026-08-19,25,BRL
VNTR,2023-05-07,37.5,USD
VNTR,2023-06-15,37.61,USD
VNTR,2023-07-24,37.87,USD
VNTR,2023-08-31,38.01,USD
VNTR,2023-10-09,38.43,USD
VNTR,2023-11-17,38.72,USD
VNTR,2023-12-26,38.77,USD
VNTR,2024-02-02,39.19,USD
VNTR,2024-03-12,39.42,USD
VNTR,2024-04-20,39.6,USD
VNTR,2024-05-28,39.69,USD
VNTR,2024-07-06,40.09,USD
VNTR,2024-08-14,40.52,USD
VNTR,2024-09-21,40.58,USD
VNTR,2024-10-30,41,USD
VNTR,2024-12-08,41.2,USD
VNTR,2025-01-16,41.29,USD
VNTR,2025-02-23,41.33,USD
VNTR,2025-04-03,41.69,USD
VNTR,2025-05-12,41.8,USD
VNTR,2025-06-19,41.91,USD
VNTR,2025-07-28,42.13,USD
VNTR,2025-09-05,42.57,USD
VNTR,2025-10-13,42.63,USD
VNTR,2025-11-21,42.85,USD
VNTR,2025-12-30,43.17,USD
VNTR,2026-02-07,43.49,USD
VNTR,2026-03-17,43.93,USD
VNTR,2026-04-25,44.18,USD
VNTR,2026-06-03,44.25,USD
VNTR,2026-07-11,44.56,USD
VNTR,2026-08-19,45,USD
